,count,values
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.postalCode.nullFlavor,2,['NI']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.assignedPerson.name.given.@value,10,"['A', 'Depak', 'Dwayne', 'E', 'Fname', 'Henry', 'James', 'Marybeth', 'Philip', 'T', 'Terry']"
ClinicalDocument.component.structuredBody.component.section.entry.supply.effectiveTime.center.value,2,"['1998', '1999']"
ClinicalDocument.typeId.extension,332,['POCD_HD000040']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.code,8,['GACH']
ClinicalDocument.component.structuredBody.component.section.informant.assignedEntity.representedOrganization.addr.nullFlavor,8,['NI']
ClinicalDocument.component.structuredBody.component.section.text.list.listType,18,['ordered']
ClinicalDocument.legalAuthenticator.assignedEntity.assignedPerson.classCode,8,['PSN']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.code.originalText.reference.value,2,['#Diam2']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.author.assignedAuthor.addr.nullFlavor,2,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.observation.code.originalText.reference.value,260,"['#ID0EABAHABA', '#ID0EABAIABA', '#ID0EABAMABA', '#ID0EABANABA', '#ID0EABAOABA', '#ID0EABAQABA', '#ID0EBBAFABA', '#ID0ECBAIACA', '#ID0ECBAJACA', '#ID0EDAAIACA', '#ID0EEBADACA', '#ID0EEBAEACA', '#ID0EEBAFACA', '#ID0EEBAIACA', '#Proc1', '#SocialHistory1', '#SocialHistory2', '#ref_2170a013ee4f4afebcc4ac2bbfd2bc2a_procedure_name_1', '#ref_2170a013ee4f4afebcc4ac2bbfd2bc2a_procedure_name_2', '#ref_22a0feac5936481ba6458f839999e75e_procedure_name_1', '#ref_22a0feac5936481ba6458f839999e75e_procedure_name_2', '#ref_3b3320aaea5d4abf887b6fd6493e173b_procedure_name_1', '#ref_42cb5dd087cf46daac02af56129e82eb_procedure_name_1', '#ref_42cb5dd087cf46daac02af56129e82eb_procedure_name_2', '#ref_56a42cd41f134edb872ff9fadb97389b_procedure_name_1', '#ref_56a42cd41f134edb872ff9fadb97389b_procedure_name_2', '#ref_7620eb4d938545638ee751258fbcc3b3_procedure_name_1', '#ref_9be36ecbf53943deb465584da06fe151_procedure_name_1', '#ref_9be36ecbf53943deb465584da06fe151_procedure_name_2', '#ref_9be36ecbf53943deb465584da06fe151_procedure_name_3', '#ref_9be36ecbf53943deb465584da06fe151_procedure_name_4', '#ref_9be36ecbf53943deb465584da06fe151_procedure_name_5', '#ref_a51f135bbacb485695c1371368dd1205_procedure_name_1', '#ref_a51f135bbacb485695c1371368dd1205_procedure_name_2', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_1', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_2', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_3', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_4', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_5', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_6', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_7', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_8', '#ref_aef1850e11fa435d9f1a806e3918f7d7_procedure_name_9', '#ref_c3752fc52cf3471a840c05e76bafdb6c_procedure_name_1', '#ref_c3752fc52cf3471a840c05e76bafdb6c_procedure_name_2', '#ref_c3752fc52cf3471a840c05e76bafdb6c_procedure_name_3', '#ref_c3752fc52cf3471a840c05e76bafdb6c_procedure_name_4', '#ref_c3752fc52cf3471a840c05e76bafdb6c_procedure_name_5', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_1', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_10', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_11', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_12', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_13', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_14', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_15', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_2', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_3', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_4', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_5', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_6', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_7', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_8', '#ref_d52cadc944d64f1a90661761c63048f8_procedure_name_9', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_1', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_2', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_3', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_4', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_5', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_6', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_7', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_8', '#ref_fb520479832d49e7bdd3ecb1276f473b_procedure_name_9', '#result1', '#soc1', '#soc2', '#soc3']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.targetSiteCode.nullFlavor,2,['NA']
ClinicalDocument.componentOf.encompassingEncounter.encounterParticipant.assignedEntity.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.displayName,10,"['120 ACTUAT Fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler', 'Proventil 0.09 MG/ACTUAT inhalant solution', 'drug or medication']"
ClinicalDocument.component.structuredBody.component.section.text.list.item.table.tbody.tr.td.list.item.table.tbody.styleCode,2,['xtableWithinTable']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.participant.participantRole.code.codeSystemName,2,['RoleCode']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.code.code,12,"['168731009', '441987005', '45378', '71020']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.codeSystem,264,"['2.16.840.1.113883.5.4', '2.16.840.1.113883.6.103', '2.16.840.1.113883.6.12', '2.16.840.1.113883.6.90', '2.16.840.1.113883.6.96']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.informant.assignedEntity.representedOrganization.id.root,2,['2.16.840.1.113883.3.140.1.0.6']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.representedOrganization.telecom.nullFlavor,4,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.code.codeSystemName,2,['DCMUID']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.country.@value,10,['US']
ClinicalDocument.component.structuredBody.component.section.entry.supply.participant.participantRole.scopingEntity.id.root,2,"['0abea950-5b40-4b7e-b8d9-2a5ea3ac5500', 'eb936010-7b17-11db-9fe1-0800200c9b65', 'eb936010-7b17-11db-9fe1-0800200c9b67']"
ClinicalDocument.componentOf.encompassingEncounter.location.healthCareFacility.serviceProviderOrganization.name.@value,2,['Primo Adult Health']
ClinicalDocument.component.structuredBody.component.section.entry.act.moodCode,330,"['ARQ', 'DEF', 'EVN', 'INT', 'RQO']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.streetAddressLine.@value,46,"['1002 Healthcare Dr', '1002 Healthcare Dr.', '1004 Healthcare Dr.', '1004 Healthcare Dr.\n                                            practice', '1006 Healthcare Dr', '1006 Healthcare Drive', '1009 Healthcare Dr.', '1034 Healthcare Dr.', '1044 Healthcare Dr', '1044 Healthcare Dr.', '11554 Weedside Lane', '123 maine st', '34 Sycamore Street', '8620 Palmetto Drive', '87 Bayshore Drive', 'Community General Hospital', 'Get Well Clinic', 'Local Community Hospital', 'Suite 3', 'allscripts Rd']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.addr.city.@value,156,"['Carrollton', 'Gainesville', 'Norcross', 'Portland', 'Washington']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.informant.assignedEntity.addr.streetAddressLine.@value,2,"['99 Sycamore Street', 'Suite 3']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.performer.assignedEntity.assignedPerson.name.prefix.@value,10,['Dr']
ClinicalDocument.component.structuredBody.component.section.text.table.tbody.tr.td.rowspan,44,"['2', '5', '6', '7', '8']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.entryRelationship.observation.value.originalText.reference.value,2,"['#medicationDiagnosis-0', '#medicationDiagnosis-1', '#medicationDiagnosis-10', '#medicationDiagnosis-11', '#medicationDiagnosis-12', '#medicationDiagnosis-13', '#medicationDiagnosis-14', '#medicationDiagnosis-15', '#medicationDiagnosis-4', '#medicationDiagnosis-5', '#medicationDiagnosis-6', '#medicationDiagnosis-7', '#medicationDiagnosis-8', '#medicationDiagnosis-9']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.effectiveTime.phase.low.value,2,"['20121101', '20121102']"
ClinicalDocument.recordTarget.patientRole.patient.birthTime.type,6,['IVL_TS']
ClinicalDocument.legalAuthenticator.assignedEntity.addr.city.@value,268,"['Beaverton', 'Burlington', 'Portland', 'Springfield']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.author.time.value,42,"['20070103000000-0500', '20080808010000-0400', '20090109000000-0500', '20090501010000-0400', '20100415010000-0400', '20110310000000-0500', '20110312000000-0500', '20110925010000-0400', '20111110000000-0500', '20120312010000-0400', '20120330010000-0400', '20120620010000-0400', '20120806010000-0400', '20120806100051', '20120806100051-0400', '20120806150728-0400', '20120806150816-0400', '20120806150840-0400', '20120806152745-0400', '20120806155720-0400', '20120813010000-0400', '20120815010000-0400', '20120920010000-0400', '20121002010000-0400', '20121002100051', '20130130000000-0500', '20130501150736-0400', '20130509133443', '20130513103503', '20130513151122', '20130521130103', '20130521130109', '20130521130113', '20130523000258', '20130523000317', '20130523000817', '20130523001002', '20130523001109', '20130528083531-0400', '20130528142930', '20130530171416-0400', '20130530171918-0400', '20130530171933-0400', '20130530171954-0400', '20130610175300', '20130610175414', '20130611024256', '20130611025313', '20130708160848-0400', '20130710214957.000-0500', '20130710215107.000-0500', '20130710220913.000-0500', '20130710221012.000-0500', '20130710221054.000-0500']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.effectiveTime.low.value,6,"['20100415154300', '20110301', '20111120154300', '20120813', '20120920']"
ClinicalDocument.component.structuredBody.component.section.informant.assignedEntity.representedOrganization.id.root,194,['2.16.840.1.113883.4.6']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.playingEntity.name.prefix.@value,2,['Dr.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.performer.assignedEntity.representedOrganization.addr.nullFlavor,4,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.statusCode.code,14,['completed']
ClinicalDocument.component.structuredBody.component.section.text.paragraph.content.linkHtml.href,2,['http://www.example.org/wado?requestType=WADO&studyUID=1.2.840.113619.2.62.994044785528.114289542805&seriesUID=1.2.840.113619.2.62.994044785528.20060823223142485051&objectUID=1.2.840.113619.2.62.994044785528.20060823.200608232232322.3&contentType=application/dicom']
ClinicalDocument.component.structuredBody.component.section.entry.observation.negationInd,12,['true']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.originalText.@value,204,"['\n\t\t\t\t\t\t\t\t    \t\t\tAllergy to Eggs + Eggs\n\t\t\t\t\t\t\t\t    \t\t\t', '\n\t\t\t\t\t\t\t\t    \t\t\tAmikacin + Amikacin Sulfate 50 MG/ML Injectable Solution\n\t\t\t\t\t\t\t\t    \t\t\t', ""\n\t\t\t\t\t\t\t\t    \t\t\tBakers Yeast + Baker's yeast allergenic extract 100 MG/ML Injectable Solution\n\t\t\t\t\t\t\t\t    \t\t\t"", '\n\t\t\t\t\t\t\t\t    \t\t\tCodeine + Codeine\n\t\t\t\t\t\t\t\t    \t\t\t', '\n\t\t\t\t\t\t\t\t    \t\t\tFosfomycin + Fosfomycin 33.3 MG/ML Oral Suspension\n\t\t\t\t\t\t\t\t    \t\t\t', '\n\t\t\t\t\t\t\t\t    \t\t\tNeomycin + Neomycin Sulfate 500 MG\n\t\t\t\t\t\t\t\t    \t\t\t', '\n\t\t\t\t\t\t\t\t    \t\t\tPenicillin V + Penicillin V\n\t\t\t\t\t\t\t\t    \t\t\t', '\n\t\t\t\t\t\t\t\t    \t\t\tTetracyclines + Doxycycline 75 MG Enteric Coated Tablet\n\t\t\t\t\t\t\t\t    \t\t\t', 'Asthma', 'Community acquired pneumonia', 'Hypoxemia']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.addr.postalCode.@value,156,"['20009', '30091', '30117', '32608', '97005']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.representedOrganization.addr.use,4,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.addr.city.@value,14,['Portland']
